CID_MEESHOSKU_SIZE,SKU,TOTAL,
"2900801-ALC5072PSTX2-M","ALC5072PST-M","479",
"4285518-ALC5072PSTXZ3-M","ALC5072PST-M","479",
"2457833-ALC5072PSTX-M","ALC5072PST-M","479",
"4243996-TDC5072PSTXZ-M","ALC5072PST-M","479",
"3016872-ALC5072PSTX_1-M","ALC5072PST-M","479",
"2482237-ALC5072PSTX1-M","ALC5072PST-M","479",
"2900801-ALC5072PSTX2-M","ALC5072PST-M","479",
"2900801-ALC5072PSTX2-S","ALC5072PST-S","176",
"3395721-ALC5072PSTX-S","ALC5072PST-S","176",
"4503524-ALC5072PSTXZ2-S","ALC5072PST-S","176",
"4205950-ALC5072PSTXZ1-S","ALC5072PST-S","176",
"3215553-ALC5072PSTX3-S","ALC5072PST-S","176",
"1178840-ALC5072PST2-S","ALC5072PST-S","176",
"1107039-ALC5072PST1-S","ALC5072PST-S","176",
"1110122-ALC5072PST-S","ALC5072PST-S","176",
"4502786-ALC5072PSTXZ-S","ALC5072PST-S","176",
"2900801-ALC5072PSTX2-S","ALC5072PST-S","176",
"4285518-ALC5072PSTXZ3-S","ALC5072PST-S","176",
"2457833-ALC5072PSTX-S","ALC5072PST-S","176",
"4243996-TDC5072PSTXZ-S","ALC5072PST-S","176",
"3016872-ALC5072PSTX_1-S","ALC5072PST-S","176",
"2482237-ALC5072PSTX1-S","ALC5072PST-S","176",
"4502786-ALC5072PSTXZ-XL","ALC5072PST-XL","558",
"2900801-ALC5072PSTX2-XL","ALC5072PST-XL","558",
"4285518-ALC5072PSTXZ3-XL","ALC5072PST-XL","558",
"2457833-ALC5072PSTX-XL","ALC5072PST-XL","558",
"4243996-TDC5072PSTXZ-XL","ALC5072PST-XL","558",
"3016872-ALC5072PSTX_1-XL","ALC5072PST-XL","558",
"2482237-ALC5072PSTX1-XL","ALC5072PST-XL","558",
"2900801-ALC5072PSTX2-XL","ALC5072PST-XL","558",
"3395721-ALC5072PSTX-XL","ALC5072PST-XL","558",
"4503524-ALC5072PSTXZ2-XL","ALC5072PST-XL","558",
"4205950-ALC5072PSTXZ1-XL","ALC5072PST-XL","558",
"3215553-ALC5072PSTX3-XL","ALC5072PST-XL","558",
"1178840-ALC5072PST2-XL","ALC5072PST-XL","558",
"1107039-ALC5072PST1-XL","ALC5072PST-XL","558",
"1110122-ALC5072PST-XL","ALC5072PST-XL","558",
"2482237-ALC5072PSTX1-XS","ALC5072PST-XS","49",
"2900801-ALC5072PSTX2-XS","ALC5072PST-XS","49",
"3395721-ALC5072PSTX-XS","ALC5072PST-XS","49",
"4503524-ALC5072PSTXZ2-XS","ALC5072PST-XS","49",
"4205950-ALC5072PSTXZ1-XS","ALC5072PST-XS","49",
"3215553-ALC5072PSTX3-XS","ALC5072PST-XS","49",
"1178840-ALC5072PST2-XS","ALC5072PST-XS","49",
"1107039-ALC5072PST1-XS","ALC5072PST-XS","49",
"1110122-ALC5072PST-XS","ALC5072PST-XS","49",
"4502786-ALC5072PSTXZ-XS","ALC5072PST-XS","49",
"2900801-ALC5072PSTX2-XS","ALC5072PST-XS","49",
"4285518-ALC5072PSTXZ3-XS","ALC5072PST-XS","49",
"2457833-ALC5072PSTX-XS","ALC5072PST-XS","49",
"4243996-TDC5072PSTXZ-XS","ALC5072PST-XS","49",
"3016872-ALC5072PSTX_1-XS","ALC5072PST-XS","49",
"4285518-ALC5072PSTXZ3-XXL","ALC5072PST-XXL","528",
"2457833-ALC5072PSTX-XXL","ALC5072PST-XXL","528",
"4243996-TDC5072PSTXZ-XXL","ALC5072PST-XXL","528",
"3016872-ALC5072PSTX_1-XXL","ALC5072PST-XXL","528",
"2482237-ALC5072PSTX1-XXL","ALC5072PST-XXL","528",
"2900801-ALC5072PSTX2-XXL","ALC5072PST-XXL","528",
"3395721-ALC5072PSTX-XXL","ALC5072PST-XXL","528",
"4503524-ALC5072PSTXZ2-XXL","ALC5072PST-XXL","528",
"4205950-ALC5072PSTXZ1-XXL","ALC5072PST-XXL","528",
"3215553-ALC5072PSTX3-XXL","ALC5072PST-XXL","528",
"1178840-ALC5072PST2-XXL","ALC5072PST-XXL","528",
"1107039-ALC5072PST1-XXL","ALC5072PST-XXL","528",
"1110122-ALC5072PST-XXL","ALC5072PST-XXL","528",
"4502786-ALC5072PSTXZ-XXL","ALC5072PST-XXL","528",
"2900801-ALC5072PSTX2-XXL","ALC5072PST-XXL","528",
"2900801-ALC5072TEALX2-L","ALC5072TEAL-L","1",
"1891018-TDC5072TEAL2-L","ALC5072TEAL-L","1",
"4503524-ALC5072TEALXZ2-L","ALC5072TEAL-L","1",
"3016872-ALC5072TEALX_1-L","ALC5072TEAL-L","1",
"4506828-ALC5072TEALXZ3-L","ALC5072TEAL-L","1",
"4243996-TDC5072TEALXZ-L","ALC5072TEAL-L","1",
"5593871-EDT5072TEAL-L","ALC5072TEAL-L","1",
"2482237-ALC5072TEALX1-L","ALC5072TEAL-L","1",
"4502792-ALC5072TEAL2XZ-L","ALC5072TEAL-L","1",
"3395721-ALC5072TEALX-L","ALC5072TEAL-L","1",
"4502786-ALC5072TEALXZ-L","ALC5072TEAL-L","1",
"4205950-ALC5072TEALXZ1-L","ALC5072TEAL-L","1",
"3277241-ALC5072TEAL2X-L","ALC5072TEAL-L","1",
"2900801-ALC5072TEALX2-L","ALC5072TEAL-L","1",
"1293146-ALC5072TEAL3-L","ALC5072TEAL-L","1",
"4282518-TDC5072TEAL1XZ-L","ALC5072TEAL-L","1",
"3396700-TDC5072TEAL1X-L","ALC5072TEAL-L","1",
"1110122-ALC5072TEAL-L","ALC5072TEAL-L","1",
"3215553-ALC5072TEALX3-L","ALC5072TEAL-L","1",
"1107039-ALC5072TEAL1-L","ALC5072TEAL-L","1",
"2457833-ALC5072TEALX-L","ALC5072TEAL-L","1",
"1589625-TDC5072TEAL-L","ALC5072TEAL-L","1",
"1590374-TDC5072TEAL1-L","ALC5072TEAL-L","1",
"5250171-ALC5072WINE-S","ALC5072WINE-S","15",
"4243996-ALC5072YLW2XZ-L","ALC5072YLW-L","37",
"4502726-ALC5072YLWXZ-L","ALC5072YLW-L","37",
"3063897-ALC5072YLW1-L","ALC5072YLW-L","37",
"3387054-ALC5072YLW1X-L","ALC5072YLW-L","37",
"3127012-ALC5072YLW2-L","ALC5072YLW-L","37",
"1293732-ALC5072YLW-L","ALC5072YLW-L","37",
"3395721-ALC5072YLW2X-L","ALC5072YLW-L","37",
"4503524-ALC5072YLWXZ1-L","ALC5072YLW-L","37",
"3215553-ALC5072YLWX-L","ALC5072YLW-L","37",
"3215553-ALC5072YLWX-M","ALC5072YLW-M","12",
"4243996-ALC5072YLW2XZ-M","ALC5072YLW-M","12",
"4502726-ALC5072YLWXZ-M","ALC5072YLW-M","12",
"3063897-ALC5072YLW1-M","ALC5072YLW-M","12",
"3387054-ALC5072YLW1X-M","ALC5072YLW-M","12",
"3127012-ALC5072YLW2-M","ALC5072YLW-M","12",
"1293732-ALC5072YLW-M","ALC5072YLW-M","12",
"3395721-ALC5072YLW2X-M","ALC5072YLW-M","12",
"4503524-ALC5072YLWXZ1-M","ALC5072YLW-M","12",
"3127012-ALC5072YLW2-S","ALC5072YLW-S","61",
"1293732-ALC5072YLW-S","ALC5072YLW-S","61",
"3395721-ALC5072YLW2X-S","ALC5072YLW-S","61",
"4503524-ALC5072YLWXZ1-S","ALC5072YLW-S","61",
"3215553-ALC5072YLWX-S","ALC5072YLW-S","61",
"4243996-ALC5072YLW2XZ-S","ALC5072YLW-S","61",
"4502726-ALC5072YLWXZ-S","ALC5072YLW-S","61",
"3063897-ALC5072YLW1-S","ALC5072YLW-S","61",
"3387054-ALC5072YLW1X-S","ALC5072YLW-S","61",
"3127012-ALC5072YLW2-XS","ALC5072YLW-XS","15",
"1293732-ALC5072YLW-XS","ALC5072YLW-XS","15",
"3395721-ALC5072YLW2X-XS","ALC5072YLW-XS","15",
"4503524-ALC5072YLWXZ1-XS","ALC5072YLW-XS","15",
"3215553-ALC5072YLWX-XS","ALC5072YLW-XS","15",
"4243996-ALC5072YLW2XZ-XS","ALC5072YLW-XS","15",
"4502726-ALC5072YLWXZ-XS","ALC5072YLW-XS","15",
"3063897-ALC5072YLW1-XS","ALC5072YLW-XS","15",
"3387054-ALC5072YLW1X-XS","ALC5072YLW-XS","15",
"3387054-ALC5072YLW1X-XXL","ALC5072YLW-XXL","4",
"3127012-ALC5072YLW2-XXL","ALC5072YLW-XXL","4",
"1293732-ALC5072YLW-XXL","ALC5072YLW-XXL","4",
"3395721-ALC5072YLW2X-XXL","ALC5072YLW-XXL","4",
"4503524-ALC5072YLWXZ1-XXL","ALC5072YLW-XXL","4",
"3215553-ALC5072YLWX-XXL","ALC5072YLW-XXL","4",
"4243996-ALC5072YLW2XZ-XXL","ALC5072YLW-XXL","4",
"4502726-ALC5072YLWXZ-XXL","ALC5072YLW-XXL","4",
"3063897-ALC5072YLW1-XXL","ALC5072YLW-XXL","4",
"5250171-ALC5072ZB-L","ALC5072ZB-L","4",
"5250171-ALC5072ZB-M","ALC5072ZB-M","6",
"5250171-ALC5072ZB-S","ALC5072ZB-S","14",
"5250171-ALC5072ZB-XL","ALC5072ZB-XL","4",
"5250171-ALC5072ZB-XXL","ALC5072ZB-XXL","2",
"2483701-ALC5073GRYX-L","ALC5073GRY-L","86",
"1110122-ALC5073GRY-L","ALC5073GRY-L","86",
"1589867-TDC5073GRY-L","ALC5073GRY-L","86",
"1293146-ALC5073GRY2-L","ALC5073GRY-L","86",
"3278259-ALC5073GRY1X-L","ALC5073GRY-L","86",
"3414634-TDC5073GRYX-L","ALC5073GRY-L","86",
"1102278-ALC5073GRY-L","ALC5073GRY-L","86",
"1864789-TDC5073GRY2-L","ALC5073GRY-L","86",
"1590374-TDC5073GRY1-L","ALC5073GRY-L","86",
"4207437-ALC5073GRYXZ-L","ALC5073GRY-L","86",
"4204819-ALC5073GRY1XZ-L","ALC5073GRY-L","86",
"4207437-ALC5073GRYXZ-M","ALC5073GRY-M","70",
"4204819-ALC5073GRY1XZ-M","ALC5073GRY-M","70",
"2483701-ALC5073GRYX-M","ALC5073GRY-M","70",
"1110122-ALC5073GRY-M","ALC5073GRY-M","70",
"1589867-TDC5073GRY-M","ALC5073GRY-M","70",
"1293146-ALC5073GRY2-M","ALC5073GRY-M","70",
"3278259-ALC5073GRY1X-M","ALC5073GRY-M","70",
"3414634-TDC5073GRYX-M","ALC5073GRY-M","70",
"1102278-ALC5073GRY-M","ALC5073GRY-M","70",
"1864789-TDC5073GRY2-M","ALC5073GRY-M","70",
"1590374-TDC5073GRY1-M","ALC5073GRY-M","70",
"1102278-ALC5073GRY-S","ALC5073GRY-S","24",
"1864789-TDC5073GRY2-S","ALC5073GRY-S","24",
"1590374-TDC5073GRY1-S","ALC5073GRY-S","24",
"4207437-ALC5073GRYXZ-S","ALC5073GRY-S","24",
"4204819-ALC5073GRY1XZ-S","ALC5073GRY-S","24",
"2483701-ALC5073GRYX-S","ALC5073GRY-S","24",
"1110122-ALC5073GRY-S","ALC5073GRY-S","24",
"1589867-TDC5073GRY-S","ALC5073GRY-S","24",
"1293146-ALC5073GRY2-S","ALC5073GRY-S","24",
"3278259-ALC5073GRY1X-S","ALC5073GRY-S","24",
"3414634-TDC5073GRYX-S","ALC5073GRY-S","24",
"2483701-ALC5073GRYX-XL","ALC5073GRY-XL","61",
"1110122-ALC5073GRY-XL","ALC5073GRY-XL","61",
"1589867-TDC5073GRY-XL","ALC5073GRY-XL","61",
"1293146-ALC5073GRY2-XL","ALC5073GRY-XL","61",
"3278259-ALC5073GRY1X-XL","ALC5073GRY-XL","61",
"3414634-TDC5073GRYX-XL","ALC5073GRY-XL","61",
"1102278-ALC5073GRY-XL","ALC5073GRY-XL","61",
"1864789-TDC5073GRY2-XL","ALC5073GRY-XL","61",
"1590374-TDC5073GRY1-XL","ALC5073GRY-XL","61",
"4207437-ALC5073GRYXZ-XL","ALC5073GRY-XL","61",
"4204819-ALC5073GRY1XZ-XL","ALC5073GRY-XL","61",
"3414634-TDC5073GRYX-XS","ALC5073GRY-XS","54",
"1102278-ALC5073GRY-XS","ALC5073GRY-XS","54",
"1864789-TDC5073GRY2-XS","ALC5073GRY-XS","54",
"1590374-TDC5073GRY1-XS","ALC5073GRY-XS","54",
"4207437-ALC5073GRYXZ-XS","ALC5073GRY-XS","54",
"4204819-ALC5073GRY1XZ-XS","ALC5073GRY-XS","54",
"2483701-ALC5073GRYX-XS","ALC5073GRY-XS","54",
"1110122-ALC5073GRY-XS","ALC5073GRY-XS","54",
"1589867-TDC5073GRY-XS","ALC5073GRY-XS","54",
"1293146-ALC5073GRY2-XS","ALC5073GRY-XS","54",
"3278259-ALC5073GRY1X-XS","ALC5073GRY-XS","54",
"1589867-TDC5073GRY-XXL","ALC5073GRY-XXL","78",
"1293146-ALC5073GRY2-XXL","ALC5073GRY-XXL","78",
"3278259-ALC5073GRY1X-XXL","ALC5073GRY-XXL","78",
"3414634-TDC5073GRYX-XXL","ALC5073GRY-XXL","78",
"1102278-ALC5073GRY-XXL","ALC5073GRY-XXL","78",
"1864789-TDC5073GRY2-XXL","ALC5073GRY-XXL","78",
"1590374-TDC5073GRY1-XXL","ALC5073GRY-XXL","78",
"4207437-ALC5073GRYXZ-XXL","ALC5073GRY-XXL","78",
"4204819-ALC5073GRY1XZ-XXL","ALC5073GRY-XXL","78",
"2483701-ALC5073GRYX-XXL","ALC5073GRY-XXL","78",
"1110122-ALC5073GRY-XXL","ALC5073GRY-XXL","78",
"2138367-ALC5073YLW-L","ALC5073YLW-L","44",
"2138367-ALC5073YLW-M","ALC5073YLW-M","47",
"2138367-ALC5073YLW-S","ALC5073YLW-S","40",
"2138367-ALC5073YLW-XL","ALC5073YLW-XL","48",
"2138367-ALC5073YLW-XS","ALC5073YLW-XS","8",
"2138367-ALC5073YLW-XXL","ALC5073YLW-XXL","63",
"1589894-TDC5073ZB1-L","ALC5073ZB-L","4",
"1873575-TDC5073ZB2-L","ALC5073ZB-L","4",
"1589836-TDC5073ZB-L","ALC5073ZB-L","4",
"3414634-TDC5073ZBX-L","ALC5073ZB-L","4",
"1160159-ALC5073ZB-L","ALC5073ZB-L","4",
"1589894-TDC5073ZB1-M","ALC5073ZB-M","2",
"1873575-TDC5073ZB2-M","ALC5073ZB-M","2",
"1589836-TDC5073ZB-M","ALC5073ZB-M","2",
"3414634-TDC5073ZBX-M","ALC5073ZB-M","2",
"1160159-ALC5073ZB-M","ALC5073ZB-M","2",
"1589836-TDC5073ZB-S","ALC5073ZB-S","13",
"3414634-TDC5073ZBX-S","ALC5073ZB-S","13",
"1160159-ALC5073ZB-S","ALC5073ZB-S","13",
"1589894-TDC5073ZB1-S","ALC5073ZB-S","13",
"1873575-TDC5073ZB2-S","ALC5073ZB-S","13",
"1589836-TDC5073ZB-XS","ALC5073ZB-XS","22",
"3414634-TDC5073ZBX-XS","ALC5073ZB-XS","22",
"1160159-ALC5073ZB-XS","ALC5073ZB-XS","22",
"1589894-TDC5073ZB1-XS","ALC5073ZB-XS","22",
"1873575-TDC5073ZB2-XS","ALC5073ZB-XS","22",
"1589894-TDC5073ZB1-XXL","ALC5073ZB-XXL","2",
"1873575-TDC5073ZB2-XXL","ALC5073ZB-XXL","2",
"1589836-TDC5073ZB-XXL","ALC5073ZB-XXL","2",
"3414634-TDC5073ZBX-XXL","ALC5073ZB-XXL","2",
"1160159-ALC5073ZB-XXL","ALC5073ZB-XXL","2",
"3400980-TDC5074PSTX-S","ALC5074PST-S","18",
"1177589-ALC5074PST2-S","ALC5074PST-S","18",
"3419727-TDC5074PST1X-S","ALC5074PST-S","18",
"4197655-TDC5074PST1XZ-S","ALC5074PST-S","18",
"3400980-TDC5074PSTX-XS","ALC5074PST-XS","51",
"1177589-ALC5074PST2-XS","ALC5074PST-XS","51",
"3419727-TDC5074PST1X-XS","ALC5074PST-XS","51",
"4197655-TDC5074PST1XZ-XS","ALC5074PST-XS","51",
"3400980-TDC5074REDX-L","ALC5074RED-L","8",
"2133166-ALC5074RED1-L","ALC5074RED-L","8",
"1293713-ALC5074RED-L","ALC5074RED-L","8",
"3400980-TDC5074REDX-M","ALC5074RED-M","3",
"2133166-ALC5074RED1-M","ALC5074RED-M","3",
"1293713-ALC5074RED-M","ALC5074RED-M","3",
"3400980-TDC5074REDX-XL","ALC5074RED-XL","2",
"2133166-ALC5074RED1-XL","ALC5074RED-XL","2",
"1293713-ALC5074RED-XL","ALC5074RED-XL","2",
"3400980-TDC5074REDX-XS","ALC5074RED-XS","2",
"2133166-ALC5074RED1-XS","ALC5074RED-XS","2",
"1293713-ALC5074RED-XS","ALC5074RED-XS","2",
"3400980-TDC5074REDX-XXL","ALC5074RED-XXL","2",
"2133166-ALC5074RED1-XXL","ALC5074RED-XXL","2",
"1293713-ALC5074RED-XXL","ALC5074RED-XXL","2",
"1293713-ALC5074STL-XL","ALC5074STL-XL","4",
"3400980-TDC5074STLX-XL","ALC5074STL-XL","4",
"2133166-ALC5074STL1-XL","ALC5074STL-XL","4",
"1293713-ALC5074STL-XXL","ALC5074STL-XXL","5",
"3400980-TDC5074STLX-XXL","ALC5074STL-XXL","5",
"2133166-ALC5074STL1-XXL","ALC5074STL-XXL","5",
"3400980-TDC5074YLWX-XL","ALC5074YLW-XL","2",
"1293713-ALC5074YLW-XL","ALC5074YLW-XL","2",
"3414128-TDC5074YLW1X-XL","ALC5074YLW-XL","2",
"2133166-ALC5074YLW1-XL","ALC5074YLW-XL","2",
"3400980-TDC5074YLWX-XS","ALC5074YLW-XS","12",
"1293713-ALC5074YLW-XS","ALC5074YLW-XS","12",
"3414128-TDC5074YLW1X-XS","ALC5074YLW-XS","12",
"2133166-ALC5074YLW1-XS","ALC5074YLW-XS","12",
"3131174-ALC5075NBL2-L","ALC5075NBL-L","73",
"3396700-TDC5075NBLX-L","ALC5075NBL-L","73",
"4282518-TDC5075NBLXZ-L","ALC5075NBL-L","73",
"3414634-TDC5075NBL2X-L","ALC5075NBL-L","73",
"3414128-TDC5075NBL1X-L","ALC5075NBL-L","73",
"2138367-ALC5075NBL-L","ALC5075NBL-L","73",
"3414128-TDC5075NBL1X-M","ALC5075NBL-M","67",
"2138367-ALC5075NBL-M","ALC5075NBL-M","67",
"3131174-ALC5075NBL2-M","ALC5075NBL-M","67",
"3396700-TDC5075NBLX-M","ALC5075NBL-M","67",
"4282518-TDC5075NBLXZ-M","ALC5075NBL-M","67",
"3414634-TDC5075NBL2X-M","ALC5075NBL-M","67",
"3414128-TDC5075NBL1X-S","ALC5075NBL-S","21",
"2138367-ALC5075NBL-S","ALC5075NBL-S","21",
"3131174-ALC5075NBL2-S","ALC5075NBL-S","21",
"3396700-TDC5075NBLX-S","ALC5075NBL-S","21",
"4282518-TDC5075NBLXZ-S","ALC5075NBL-S","21",
"3414634-TDC5075NBL2X-S","ALC5075NBL-S","21",
"3131174-ALC5075NBL2-XL","ALC5075NBL-XL","67",
"3396700-TDC5075NBLX-XL","ALC5075NBL-XL","67",
"4282518-TDC5075NBLXZ-XL","ALC5075NBL-XL","67",
"3414634-TDC5075NBL2X-XL","ALC5075NBL-XL","67",
"3414128-TDC5075NBL1X-XL","ALC5075NBL-XL","67",
"2138367-ALC5075NBL-XL","ALC5075NBL-XL","67",
"3396700-TDC5075NBLX-XS","ALC5075NBL-XS","2",
"4282518-TDC5075NBLXZ-XS","ALC5075NBL-XS","2",
"3414634-TDC5075NBL2X-XS","ALC5075NBL-XS","2",
"3414128-TDC5075NBL1X-XS","ALC5075NBL-XS","2",
"2138367-ALC5075NBL-XS","ALC5075NBL-XS","2",
"3131174-ALC5075NBL2-XS","ALC5075NBL-XS","2",
"3131174-ALC5075NBL2-XXL","ALC5075NBL-XXL","69",
"3396700-TDC5075NBLX-XXL","ALC5075NBL-XXL","69",
"4282518-TDC5075NBLXZ-XXL","ALC5075NBL-XXL","69",
"3414634-TDC5075NBL2X-XXL","ALC5075NBL-XXL","69",
"3414128-TDC5075NBL1X-XXL","ALC5075NBL-XXL","69",
"2138367-ALC5075NBL-XXL","ALC5075NBL-XXL","69",
"1107039-ALC5075PST1-L","ALC5075PST-L","111",
"1293401-ALC5075PST3-L","ALC5075PST-L","111",
"1110122-ALC5075PST-L","ALC5075PST-L","111",
"1110122-ALC5075PST-M","ALC5075PST-M","111",
"1107039-ALC5075PST1-M","ALC5075PST-M","111",
"1293401-ALC5075PST3-M","ALC5075PST-M","111",
"1107039-ALC5075PST1-XL","ALC5075PST-XL","107",
"1293401-ALC5075PST3-XL","ALC5075PST-XL","107",
"1110122-ALC5075PST-XL","ALC5075PST-XL","107",
"1110122-ALC5075PST-XS","ALC5075PST-XS","11",
"1107039-ALC5075PST1-XS","ALC5075PST-XS","11",
"1293401-ALC5075PST3-XS","ALC5075PST-XS","11",
"1107039-ALC5075PST1-XXL","ALC5075PST-XXL","111",
"1293401-ALC5075PST3-XXL","ALC5075PST-XXL","111",
"1110122-ALC5075PST-XXL","ALC5075PST-XXL","111",
"1110122-ALC5075ZB-L","ALC5075ZB-L","112",
"1149334-ALC5075ZB1-L","ALC5075ZB-L","112",
"1200815-ALC5075ZB2-L","ALC5075ZB-L","112",
"1102278-ALC5075ZB-L","ALC5075ZB-L","112",
"1110122-ALC5075ZB-M","ALC5075ZB-M","63",
"1149334-ALC5075ZB1-M","ALC5075ZB-M","63",
"1200815-ALC5075ZB2-M","ALC5075ZB-M","63",
"1102278-ALC5075ZB-M","ALC5075ZB-M","63",
"1200815-ALC5075ZB2-S","ALC5075ZB-S","30",
"1102278-ALC5075ZB-S","ALC5075ZB-S","30",
"1110122-ALC5075ZB-S","ALC5075ZB-S","30",
"1149334-ALC5075ZB1-S","ALC5075ZB-S","30",
"1110122-ALC5075ZB-XL","ALC5075ZB-XL","24",
"1149334-ALC5075ZB1-XL","ALC5075ZB-XL","24",
"1200815-ALC5075ZB2-XL","ALC5075ZB-XL","24",
"1102278-ALC5075ZB-XL","ALC5075ZB-XL","24",
"1110122-ALC5075ZB-XS","ALC5075ZB-XS","62",
"1149334-ALC5075ZB1-XS","ALC5075ZB-XS","62",
"1200815-ALC5075ZB2-XS","ALC5075ZB-XS","62",
"1102278-ALC5075ZB-XS","ALC5075ZB-XS","62",
"1110122-ALC5075ZB-XXL","ALC5075ZB-XXL","66",
"1149334-ALC5075ZB1-XXL","ALC5075ZB-XXL","66",
"1200815-ALC5075ZB2-XXL","ALC5075ZB-XXL","66",
"1102278-ALC5075ZB-XXL","ALC5075ZB-XXL","66",
"3287355-ALC5076MRN1X-S","ALC5076MRN-S","5",
"3412916-ALC5076MRN1X-S","ALC5076MRN-S","5",
"4201363-ALC5076MRNXZ-S","ALC5076MRN-S","5",
"1107039-ALC5076MRN1-S","ALC5076MRN-S","5",
"1110122-ALC5076MRN-S","ALC5076MRN-S","5",
"1160170-ALC5076MRN2-S","ALC5076MRN-S","5",
"3215373-ALC5076MRNX1-S","ALC5076MRN-S","5",
"4201696-ALC5076MRN1XZ-S","ALC5076MRN-S","5",
"3215373-ALC5076MRNX1-XS","ALC5076MRN-XS","2",
"4201696-ALC5076MRN1XZ-XS","ALC5076MRN-XS","2",
"3287355-ALC5076MRN1X-XS","ALC5076MRN-XS","2",
"3412916-ALC5076MRN1X-XS","ALC5076MRN-XS","2",
"4201363-ALC5076MRNXZ-XS","ALC5076MRN-XS","2",
"1107039-ALC5076MRN1-XS","ALC5076MRN-XS","2",
"1110122-ALC5076MRN-XS","ALC5076MRN-XS","2",
"1160170-ALC5076MRN2-XS","ALC5076MRN-XS","2",
"1102278-ALC5077FAL-S","ALC5077FAL-S","30",
"1110122-ALC5077FAL-S","ALC5077FAL-S","30",
"1102278-ALC5077FAL-XS","ALC5077FAL-XS","23",
"1110122-ALC5077FAL-XS","ALC5077FAL-XS","23",
"5593871-EDT5078BLK-L","ALC5078BLK-L","12",
"5593871-EDT5078BLK-M","ALC5078BLK-M","12",
"5593871-EDT5078BLK-S","ALC5078BLK-S","15",
"5593871-EDT5078BLK-XL","ALC5078BLK-XL","14",
"5593871-EDT5078BLK-XXL","ALC5078BLK-XXL","15",
"3185297-ALC5078MAROON-L","ALC5078MRN-L","57",
"1110122-ALC5078MRN-L","ALC5078MRN-L","57",
"3396700-TDC5078MRNX-L","ALC5078MRN-L","57",
"1160170-ALC5078MRN1-L","ALC5078MRN-L","57",
"4282518-TDC5078MRNXZ-L","ALC5078MRN-L","57",
"3414634-TDC5078MRN1X-L","ALC5078MRN-L","57",
"1102278-ALC5078MRN-L","ALC5078MRN-L","57",
"1110122-ALC5078MRN-L","ALC5078MRN-L","57",
"1102278-ALC5078MRN-M","ALC5078MRN-M","70",
"1110122-ALC5078MRN-M","ALC5078MRN-M","70",
"3185297-ALC5078MAROON-M","ALC5078MRN-M","70",
"1110122-ALC5078MRN-M","ALC5078MRN-M","70",
"3396700-TDC5078MRNX-M","ALC5078MRN-M","70",
"1160170-ALC5078MRN1-M","ALC5078MRN-M","70",
"4282518-TDC5078MRNXZ-M","ALC5078MRN-M","70",
"3414634-TDC5078MRN1X-M","ALC5078MRN-M","70",
"4282518-TDC5078MRNXZ-S","ALC5078MRN-S","104",
"3414634-TDC5078MRN1X-S","ALC5078MRN-S","104",
"1102278-ALC5078MRN-S","ALC5078MRN-S","104",
"1110122-ALC5078MRN-S","ALC5078MRN-S","104",
"3185297-ALC5078MAROON-S","ALC5078MRN-S","104",
"1110122-ALC5078MRN-S","ALC5078MRN-S","104",
"3396700-TDC5078MRNX-S","ALC5078MRN-S","104",
"1160170-ALC5078MRN1-S","ALC5078MRN-S","104",
"1110122-ALC5078MRN-XL","ALC5078MRN-XL","26",
"3396700-TDC5078MRNX-XL","ALC5078MRN-XL","26",
"1160170-ALC5078MRN1-XL","ALC5078MRN-XL","26",
"4282518-TDC5078MRNXZ-XL","ALC5078MRN-XL","26",
"3414634-TDC5078MRN1X-XL","ALC5078MRN-XL","26",
"1102278-ALC5078MRN-XL","ALC5078MRN-XL","26",
"1110122-ALC5078MRN-XL","ALC5078MRN-XL","26",
"3185297-ALC5078MAROON-XL","ALC5078MRN-XL","26",
"1110122-ALC5078MRN-XXL","ALC5078MRN-XXL","50",
"3396700-TDC5078MRNX-XXL","ALC5078MRN-XXL","50",
"1160170-ALC5078MRN1-XXL","ALC5078MRN-XXL","50",
"4282518-TDC5078MRNXZ-XXL","ALC5078MRN-XXL","50",
"3414634-TDC5078MRN1X-XXL","ALC5078MRN-XXL","50",
"1102278-ALC5078MRN-XXL","ALC5078MRN-XXL","50",
"1110122-ALC5078MRN-XXL","ALC5078MRN-XXL","50",
"3185297-ALC5078MAROON-XXL","ALC5078MRN-XXL","50",
"1293732-ALC5078NBL-L","ALC5078NBL-L","38",
"3414634-TDC5078NBLX-L","ALC5078NBL-L","38",
"3127012-ALC5078NBL1-L","ALC5078NBL-L","38",
"3127012-ALC5078NBL1-M","ALC5078NBL-M","13",
"1293732-ALC5078NBL-M","ALC5078NBL-M","13",
"3414634-TDC5078NBLX-M","ALC5078NBL-M","13",
"3414634-TDC5078NBLX-S","ALC5078NBL-S","33",
"3127012-ALC5078NBL1-S","ALC5078NBL-S","33",
"1293732-ALC5078NBL-S","ALC5078NBL-S","33",
"1293732-ALC5078NBL-XL","ALC5078NBL-XL","37",
"3414634-TDC5078NBLX-XL","ALC5078NBL-XL","37",
"3127012-ALC5078NBL1-XL","ALC5078NBL-XL","37",
"1293732-ALC5078NBL-XS","ALC5078NBL-XS","15",
"3414634-TDC5078NBLX-XS","ALC5078NBL-XS","15",
"3127012-ALC5078NBL1-XS","ALC5078NBL-XS","15",
"1293732-ALC5078NBL-XXL","ALC5078NBL-XXL","15",
