CID_MEESHOSKU_SIZE,SKU,TOTAL,
"1589894-TDC5069WINE2-L","ALC5069WINE-L","59",
"1886114-TDC5069WINE3-L","ALC5069WINE-L","59",
"2483701-ALC5069WINEX-L","ALC5069WINE-L","59",
"1103395-ALC5069WINE-L","ALC5069WINE-L","59",
"1149334-ALC5069WINE1-L","ALC5069WINE-L","59",
"1590374-TDC5069WINE1-L","ALC5069WINE-L","59",
"1589867-TDC5069WINE-L","ALC5069WINE-L","59",
"3414634-TDC5069WINEX-L","ALC5069WINE-L","59",
"4207437-ALC5069WINEXZ-L","ALC5069WINE-L","59",
"3016872-ALC5069WINEX_1-L","ALC5069WINE-L","59",
"3016872-ALC5069WINEX_1-M","ALC5069WINE-M","16",
"1589894-TDC5069WINE2-M","ALC5069WINE-M","16",
"1886114-TDC5069WINE3-M","ALC5069WINE-M","16",
"2483701-ALC5069WINEX-M","ALC5069WINE-M","16",
"1103395-ALC5069WINE-M","ALC5069WINE-M","16",
"1149334-ALC5069WINE1-M","ALC5069WINE-M","16",
"1590374-TDC5069WINE1-M","ALC5069WINE-M","16",
"1589867-TDC5069WINE-M","ALC5069WINE-M","16",
"3414634-TDC5069WINEX-M","ALC5069WINE-M","16",
"4207437-ALC5069WINEXZ-M","ALC5069WINE-M","16",
"3016872-ALC5069WINEX_1-S","ALC5069WINE-S","45",
"1589894-TDC5069WINE2-S","ALC5069WINE-S","45",
"1886114-TDC5069WINE3-S","ALC5069WINE-S","45",
"2483701-ALC5069WINEX-S","ALC5069WINE-S","45",
"1103395-ALC5069WINE-S","ALC5069WINE-S","45",
"1149334-ALC5069WINE1-S","ALC5069WINE-S","45",
"1590374-TDC5069WINE1-S","ALC5069WINE-S","45",
"1589867-TDC5069WINE-S","ALC5069WINE-S","45",
"3414634-TDC5069WINEX-S","ALC5069WINE-S","45",
"4207437-ALC5069WINEXZ-S","ALC5069WINE-S","45",
"2483701-ALC5069WINEX-XL","ALC5069WINE-XL","16",
"1103395-ALC5069WINE-XL","ALC5069WINE-XL","16",
"1149334-ALC5069WINE1-XL","ALC5069WINE-XL","16",
"1590374-TDC5069WINE1-XL","ALC5069WINE-XL","16",
"1589867-TDC5069WINE-XL","ALC5069WINE-XL","16",
"3414634-TDC5069WINEX-XL","ALC5069WINE-XL","16",
"4207437-ALC5069WINEXZ-XL","ALC5069WINE-XL","16",
"3016872-ALC5069WINEX_1-XL","ALC5069WINE-XL","16",
"1589894-TDC5069WINE2-XL","ALC5069WINE-XL","16",
"1886114-TDC5069WINE3-XL","ALC5069WINE-XL","16",
"2483701-ALC5069WINEX-XXL","ALC5069WINE-XXL","24",
"1103395-ALC5069WINE-XXL","ALC5069WINE-XXL","24",
"1149334-ALC5069WINE1-XXL","ALC5069WINE-XXL","24",
"1590374-TDC5069WINE1-XXL","ALC5069WINE-XXL","24",
"1589867-TDC5069WINE-XXL","ALC5069WINE-XXL","24",
"3414634-TDC5069WINEX-XXL","ALC5069WINE-XXL","24",
"4207437-ALC5069WINEXZ-XXL","ALC5069WINE-XXL","24",
"3016872-ALC5069WINEX_1-XXL","ALC5069WINE-XXL","24",
"1589894-TDC5069WINE2-XXL","ALC5069WINE-XXL","24",
"1886114-TDC5069WINE3-XXL","ALC5069WINE-XXL","24",
"1293401-ALC5069ZB3-L","ALC5069ZB-L","6",
"3016872-ALC5069ZBX_1-L","ALC5069ZB-L","6",
"2483701-ALC5069ZBX-L","ALC5069ZB-L","6",
"1886114-TDC5069ZB3-L","ALC5069ZB-L","6",
"1103395-ALC5069ZB-L","ALC5069ZB-L","6",
"1199606-ALC5069ZB2-L","ALC5069ZB-L","6",
"1589867-TDC5069ZB-L","ALC5069ZB-L","6",
"1864789-TDC5069ZB2-L","ALC5069ZB-L","6",
"1589784-TDC5069ZB1-L","ALC5069ZB-L","6",
"4207437-ALC5069ZBXZ-L","ALC5069ZB-L","6",
"1864789-TDC5069ZB2-M","ALC5069ZB-M","4",
"1589784-TDC5069ZB1-M","ALC5069ZB-M","4",
"4207437-ALC5069ZBXZ-M","ALC5069ZB-M","4",
"1293401-ALC5069ZB3-M","ALC5069ZB-M","4",
"3016872-ALC5069ZBX_1-M","ALC5069ZB-M","4",
"2483701-ALC5069ZBX-M","ALC5069ZB-M","4",
"1886114-TDC5069ZB3-M","ALC5069ZB-M","4",
"1103395-ALC5069ZB-M","ALC5069ZB-M","4",
"1199606-ALC5069ZB2-M","ALC5069ZB-M","4",
"1589867-TDC5069ZB-M","ALC5069ZB-M","4",
"1864789-TDC5069ZB2-S","ALC5069ZB-S","11",
"1589784-TDC5069ZB1-S","ALC5069ZB-S","11",
"4207437-ALC5069ZBXZ-S","ALC5069ZB-S","11",
"1293401-ALC5069ZB3-S","ALC5069ZB-S","11",
"3016872-ALC5069ZBX_1-S","ALC5069ZB-S","11",
"2483701-ALC5069ZBX-S","ALC5069ZB-S","11",
"1886114-TDC5069ZB3-S","ALC5069ZB-S","11",
"1103395-ALC5069ZB-S","ALC5069ZB-S","11",
"1199606-ALC5069ZB2-S","ALC5069ZB-S","11",
"1589867-TDC5069ZB-S","ALC5069ZB-S","11",
"1864789-TDC5069ZB2-XS","ALC5069ZB-XS","16",
"1589784-TDC5069ZB1-XS","ALC5069ZB-XS","16",
"4207437-ALC5069ZBXZ-XS","ALC5069ZB-XS","16",
"1293401-ALC5069ZB3-XS","ALC5069ZB-XS","16",
"3016872-ALC5069ZBX_1-XS","ALC5069ZB-XS","16",
"2483701-ALC5069ZBX-XS","ALC5069ZB-XS","16",
"1103395-ALC5069ZB-XS","ALC5069ZB-XS","16",
"1199606-ALC5069ZB2-XS","ALC5069ZB-XS","16",
"1886114-TDC5069ZB3-XS","ALC5069ZB-XS","16",
"1589867-TDC5069ZB-XS","ALC5069ZB-XS","16",
"1886114-TDC5069ZB3-XXL","ALC5069ZB-XXL","27",
"1103395-ALC5069ZB-XXL","ALC5069ZB-XXL","27",
"1199606-ALC5069ZB2-XXL","ALC5069ZB-XXL","27",
"1589867-TDC5069ZB-XXL","ALC5069ZB-XXL","27",
"1864789-TDC5069ZB2-XXL","ALC5069ZB-XXL","27",
"1589784-TDC5069ZB1-XXL","ALC5069ZB-XXL","27",
"4207437-ALC5069ZBXZ-XXL","ALC5069ZB-XXL","27",
"1293401-ALC5069ZB3-XXL","ALC5069ZB-XXL","27",
"3016872-ALC5069ZBX_1-XXL","ALC5069ZB-XXL","27",
"2483701-ALC5069ZBX-XXL","ALC5069ZB-XXL","27",
"1293146-ALC5071PCH2-L","ALC5071PCH-L","31",
"1103395-ALC5071PCH-L","ALC5071PCH-L","31",
"3215373-ALC5071PCHX1-L","ALC5071PCH-L","31",
"4201363-ALC5071PCHXZ-L","ALC5071PCH-L","31",
"4201363-ALC5071PCHXZ-M","ALC5071PCH-M","35",
"1293146-ALC5071PCH2-M","ALC5071PCH-M","35",
"1103395-ALC5071PCH-M","ALC5071PCH-M","35",
"3215373-ALC5071PCHX1-M","ALC5071PCH-M","35",
"4201363-ALC5071PCHXZ-S","ALC5071PCH-S","4",
"1293146-ALC5071PCH2-S","ALC5071PCH-S","4",
"1103395-ALC5071PCH-S","ALC5071PCH-S","4",
"3215373-ALC5071PCHX1-S","ALC5071PCH-S","4",
"1293146-ALC5071PCH2-XL","ALC5071PCH-XL","34",
"1103395-ALC5071PCH-XL","ALC5071PCH-XL","34",
"3215373-ALC5071PCHX1-XL","ALC5071PCH-XL","34",
"4201363-ALC5071PCHXZ-XL","ALC5071PCH-XL","34",
"1103395-ALC5071PCH-XS","ALC5071PCH-XS","17",
"3215373-ALC5071PCHX1-XS","ALC5071PCH-XS","17",
"4201363-ALC5071PCHXZ-XS","ALC5071PCH-XS","17",
"1293146-ALC5071PCH2-XS","ALC5071PCH-XS","17",
"1293146-ALC5071PCH2-XXL","ALC5071PCH-XXL","23",
"1103395-ALC5071PCH-XXL","ALC5071PCH-XXL","23",
"3215373-ALC5071PCHX1-XXL","ALC5071PCH-XXL","23",
"4201363-ALC5071PCHXZ-XXL","ALC5071PCH-XXL","23",
"5250171-TDC5072FAL11-L","ALC5072FAL-L","1",
"1589625-TDC5072FAL-L","ALC5072FAL-L","1",
"4206911-TDC5072FALXZ-L","ALC5072FAL-L","1",
"3215553-ALC5072FALX-L","ALC5072FAL-L","1",
"4503524-ALC5072FALXZ-L","ALC5072FAL-L","1",
"1199606-ALC5072FAL2-L","ALC5072FAL-L","1",
"3395721-ALC5072FAL-L","ALC5072FAL-L","1",
"3396224-TDC5072FALX-L","ALC5072FAL-L","1",
"4243996-TDC5072FAL1XZ-L","ALC5072FAL-L","1",
"1589836-TDC5072FAL1-L","ALC5072FAL-L","1",
"3396224-TDC5072FALX-M","ALC5072FAL-M","14",
"4243996-TDC5072FAL1XZ-M","ALC5072FAL-M","14",
"1589836-TDC5072FAL1-M","ALC5072FAL-M","14",
"5250171-TDC5072FAL11-M","ALC5072FAL-M","14",
"1589625-TDC5072FAL-M","ALC5072FAL-M","14",
"4206911-TDC5072FALXZ-M","ALC5072FAL-M","14",
"3215553-ALC5072FALX-M","ALC5072FAL-M","14",
"4503524-ALC5072FALXZ-M","ALC5072FAL-M","14",
"1199606-ALC5072FAL2-M","ALC5072FAL-M","14",
"3395721-ALC5072FAL-M","ALC5072FAL-M","14",
"3396224-TDC5072FALX-S","ALC5072FAL-S","48",
"4243996-TDC5072FAL1XZ-S","ALC5072FAL-S","48",
"1589836-TDC5072FAL1-S","ALC5072FAL-S","48",
"5250171-TDC5072FAL11-S","ALC5072FAL-S","48",
"1589625-TDC5072FAL-S","ALC5072FAL-S","48",
"4206911-TDC5072FALXZ-S","ALC5072FAL-S","48",
"3215553-ALC5072FALX-S","ALC5072FAL-S","48",
"4503524-ALC5072FALXZ-S","ALC5072FAL-S","48",
"1199606-ALC5072FAL2-S","ALC5072FAL-S","48",
"3395721-ALC5072FAL-S","ALC5072FAL-S","48",
"5327593-TDC5072GRN12-L","ALC5072GRN-L","2",
"3063897-ALC5072GRN1-L","ALC5072GRN-L","2",
"4503524-ALC5072GRNXZ1-L","ALC5072GRN-L","2",
"4502726-ALC5072GRNXZ-L","ALC5072GRN-L","2",
"3395721-ALC5072GRN2X-L","ALC5072GRN-L","2",
"3386070-ALC5072GRN1X-L","ALC5072GRN-L","2",
"1293732-ALC5072GRN-L","ALC5072GRN-L","2",
"5250171-TDC5072GRN11-L","ALC5072GRN-L","2",
"4243996-ALC5072GRN2XZ-L","ALC5072GRN-L","2",
"3215553-ALC5072GRNX-L","ALC5072GRN-L","2",
"3127012-ALC5072GRN2-L","ALC5072GRN-L","2",
"4243996-ALC5072GRN2XZ-M","ALC5072GRN-M","112",
"3215553-ALC5072GRNX-M","ALC5072GRN-M","112",
"3127012-ALC5072GRN2-M","ALC5072GRN-M","112",
"5327593-TDC5072GRN12-M","ALC5072GRN-M","112",
"3063897-ALC5072GRN1-M","ALC5072GRN-M","112",
"4503524-ALC5072GRNXZ1-M","ALC5072GRN-M","112",
"4502726-ALC5072GRNXZ-M","ALC5072GRN-M","112",
"3395721-ALC5072GRN2X-M","ALC5072GRN-M","112",
"3386070-ALC5072GRN1X-M","ALC5072GRN-M","112",
"1293732-ALC5072GRN-M","ALC5072GRN-M","112",
"5250171-TDC5072GRN11-M","ALC5072GRN-M","112",
"3386070-ALC5072GRN1X-S","ALC5072GRN-S","9",
"1293732-ALC5072GRN-S","ALC5072GRN-S","9",
"5250171-TDC5072GRN11-S","ALC5072GRN-S","9",
"4243996-ALC5072GRN2XZ-S","ALC5072GRN-S","9",
"3215553-ALC5072GRNX-S","ALC5072GRN-S","9",
"3127012-ALC5072GRN2-S","ALC5072GRN-S","9",
"5327593-TDC5072GRN12-S","ALC5072GRN-S","9",
"3063897-ALC5072GRN1-S","ALC5072GRN-S","9",
"4503524-ALC5072GRNXZ1-S","ALC5072GRN-S","9",
"4502726-ALC5072GRNXZ-S","ALC5072GRN-S","9",
"3395721-ALC5072GRN2X-S","ALC5072GRN-S","9",
"4503524-ALC5072GRNXZ1-XL","ALC5072GRN-XL","4",
"4502726-ALC5072GRNXZ-XL","ALC5072GRN-XL","4",
"3395721-ALC5072GRN2X-XL","ALC5072GRN-XL","4",
"3386070-ALC5072GRN1X-XL","ALC5072GRN-XL","4",
"1293732-ALC5072GRN-XL","ALC5072GRN-XL","4",
"5250171-TDC5072GRN11-XL","ALC5072GRN-XL","4",
"4243996-ALC5072GRN2XZ-XL","ALC5072GRN-XL","4",
"3215553-ALC5072GRNX-XL","ALC5072GRN-XL","4",
"3127012-ALC5072GRN2-XL","ALC5072GRN-XL","4",
"5327593-TDC5072GRN12-XL","ALC5072GRN-XL","4",
"3063897-ALC5072GRN1-XL","ALC5072GRN-XL","4",
"3395721-ALC5072GRN2X-XS","ALC5072GRN-XS","2",
"3386070-ALC5072GRN1X-XS","ALC5072GRN-XS","2",
"1293732-ALC5072GRN-XS","ALC5072GRN-XS","2",
"5250171-TDC5072GRN11-XS","ALC5072GRN-XS","2",
"4243996-ALC5072GRN2XZ-XS","ALC5072GRN-XS","2",
"3215553-ALC5072GRNX-XS","ALC5072GRN-XS","2",
"3127012-ALC5072GRN2-XS","ALC5072GRN-XS","2",
"5327593-TDC5072GRN12-XS","ALC5072GRN-XS","2",
"3063897-ALC5072GRN1-XS","ALC5072GRN-XS","2",
"4503524-ALC5072GRNXZ1-XS","ALC5072GRN-XS","2",
"4502726-ALC5072GRNXZ-XS","ALC5072GRN-XS","2",
"1149347-ALC5072MRN2-L","ALC5072MRN-L","31",
"4282997-TDC5072MRN1XZ-L","ALC5072MRN-L","31",
"2900801-ALC5072MRNX2-L","ALC5072MRN-L","31",
"3287355-ALC5072MRN1X-L","ALC5072MRN-L","31",
"3395721-ALC5072MRNX-L","ALC5072MRN-L","31",
"4243996-TDC5072MRNXZ-L","ALC5072MRN-L","31",
"3412916-ALC5072MRN1X-L","ALC5072MRN-L","31",
"1589894-TDC5072MRN2-L","ALC5072MRN-L","31",
"3016872-ALC5072MRNX_1-L","ALC5072MRN-L","31",
"1110122-ALC5072MRN-L","ALC5072MRN-L","31",
"4285518-ALC5072MRNXZ3-L","ALC5072MRN-L","31",
"4201696-ALC5072MRN1XZ-L","ALC5072MRN-L","31",
"2138367-TDC5072MRN1X-L","ALC5072MRN-L","31",
"3215553-ALC5072MRNX3-L","ALC5072MRN-L","31",
"1107039-ALC5072MRN1-L","ALC5072MRN-L","31",
"4502786-ALC5072MRNXZ-L","ALC5072MRN-L","31",
"2900801-ALC5072MRNX2-L","ALC5072MRN-L","31",
"4503524-ALC5072MRNXZ2-L","ALC5072MRN-L","31",
"2457833-ALC5072MRNX-L","ALC5072MRN-L","31",
"1590374-TDC5072MRN1-L","ALC5072MRN-L","31",
"4205950-ALC5072MRNXZ1-L","ALC5072MRN-L","31",
"1201486-ALC5072MRN3-L","ALC5072MRN-L","31",
"1589625-TDC5072MRN-L","ALC5072MRN-L","31",
"2482237-ALC5072MRNX1-L","ALC5072MRN-L","31",
"1149347-ALC5072MRN2-M","ALC5072MRN-M","99",
"4282997-TDC5072MRN1XZ-M","ALC5072MRN-M","99",
"2900801-ALC5072MRNX2-M","ALC5072MRN-M","99",
"3287355-ALC5072MRN1X-M","ALC5072MRN-M","99",
"3395721-ALC5072MRNX-M","ALC5072MRN-M","99",
"4243996-TDC5072MRNXZ-M","ALC5072MRN-M","99",
"3412916-ALC5072MRN1X-M","ALC5072MRN-M","99",
"1589894-TDC5072MRN2-M","ALC5072MRN-M","99",
"3016872-ALC5072MRNX_1-M","ALC5072MRN-M","99",
"1110122-ALC5072MRN-M","ALC5072MRN-M","99",
"4285518-ALC5072MRNXZ3-M","ALC5072MRN-M","99",
"4201696-ALC5072MRN1XZ-M","ALC5072MRN-M","99",
"2138367-TDC5072MRN1X-M","ALC5072MRN-M","99",
"3215553-ALC5072MRNX3-M","ALC5072MRN-M","99",
"1107039-ALC5072MRN1-M","ALC5072MRN-M","99",
"4502786-ALC5072MRNXZ-M","ALC5072MRN-M","99",
"2900801-ALC5072MRNX2-M","ALC5072MRN-M","99",
"4503524-ALC5072MRNXZ2-M","ALC5072MRN-M","99",
"2457833-ALC5072MRNX-M","ALC5072MRN-M","99",
"1590374-TDC5072MRN1-M","ALC5072MRN-M","99",
"4205950-ALC5072MRNXZ1-M","ALC5072MRN-M","99",
"1201486-ALC5072MRN3-M","ALC5072MRN-M","99",
"1589625-TDC5072MRN-M","ALC5072MRN-M","99",
"2482237-ALC5072MRNX1-M","ALC5072MRN-M","99",
"4205950-ALC5072MRNXZ1-S","ALC5072MRN-S","53",
"1201486-ALC5072MRN3-S","ALC5072MRN-S","53",
"1589625-TDC5072MRN-S","ALC5072MRN-S","53",
"2482237-ALC5072MRNX1-S","ALC5072MRN-S","53",
"1149347-ALC5072MRN2-S","ALC5072MRN-S","53",
"4282997-TDC5072MRN1XZ-S","ALC5072MRN-S","53",
"2900801-ALC5072MRNX2-S","ALC5072MRN-S","53",
"3287355-ALC5072MRN1X-S","ALC5072MRN-S","53",
"3395721-ALC5072MRNX-S","ALC5072MRN-S","53",
"4243996-TDC5072MRNXZ-S","ALC5072MRN-S","53",
"1589894-TDC5072MRN2-S","ALC5072MRN-S","53",
"3412916-ALC5072MRN1X-S","ALC5072MRN-S","53",
"3016872-ALC5072MRNX_1-S","ALC5072MRN-S","53",
"1110122-ALC5072MRN-S","ALC5072MRN-S","53",
"4285518-ALC5072MRNXZ3-S","ALC5072MRN-S","53",
"4201696-ALC5072MRN1XZ-S","ALC5072MRN-S","53",
"2138367-TDC5072MRN1X-S","ALC5072MRN-S","53",
"3215553-ALC5072MRNX3-S","ALC5072MRN-S","53",
"1107039-ALC5072MRN1-S","ALC5072MRN-S","53",
"4502786-ALC5072MRNXZ-S","ALC5072MRN-S","53",
"2900801-ALC5072MRNX2-S","ALC5072MRN-S","53",
"4503524-ALC5072MRNXZ2-S","ALC5072MRN-S","53",
"2457833-ALC5072MRNX-S","ALC5072MRN-S","53",
"1590374-TDC5072MRN1-S","ALC5072MRN-S","53",
"4243996-TDC5072MRNXZ-XL","ALC5072MRN-XL","93",
"3412916-ALC5072MRN1X-XL","ALC5072MRN-XL","93",
"1589894-TDC5072MRN2-XL","ALC5072MRN-XL","93",
"3016872-ALC5072MRNX_1-XL","ALC5072MRN-XL","93",
"1110122-ALC5072MRN-XL","ALC5072MRN-XL","93",
"4285518-ALC5072MRNXZ3-XL","ALC5072MRN-XL","93",
"4201696-ALC5072MRN1XZ-XL","ALC5072MRN-XL","93",
"2138367-TDC5072MRN1X-XL","ALC5072MRN-XL","93",
"3215553-ALC5072MRNX3-XL","ALC5072MRN-XL","93",
"1107039-ALC5072MRN1-XL","ALC5072MRN-XL","93",
"4502786-ALC5072MRNXZ-XL","ALC5072MRN-XL","93",
"2900801-ALC5072MRNX2-XL","ALC5072MRN-XL","93",
"4503524-ALC5072MRNXZ2-XL","ALC5072MRN-XL","93",
"2457833-ALC5072MRNX-XL","ALC5072MRN-XL","93",
"1590374-TDC5072MRN1-XL","ALC5072MRN-XL","93",
"4205950-ALC5072MRNXZ1-XL","ALC5072MRN-XL","93",
"1201486-ALC5072MRN3-XL","ALC5072MRN-XL","93",
"1589625-TDC5072MRN-XL","ALC5072MRN-XL","93",
"2482237-ALC5072MRNX1-XL","ALC5072MRN-XL","93",
"1149347-ALC5072MRN2-XL","ALC5072MRN-XL","93",
"4282997-TDC5072MRN1XZ-XL","ALC5072MRN-XL","93",
"2900801-ALC5072MRNX2-XL","ALC5072MRN-XL","93",
"3287355-ALC5072MRN1X-XL","ALC5072MRN-XL","93",
"3395721-ALC5072MRNX-XL","ALC5072MRN-XL","93",
"1110122-ALC5072MRN-XXL","ALC5072MRN-XXL","1",
"4285518-ALC5072MRNXZ3-XXL","ALC5072MRN-XXL","1",
"4201696-ALC5072MRN1XZ-XXL","ALC5072MRN-XXL","1",
"2138367-TDC5072MRN1X-XXL","ALC5072MRN-XXL","1",
"3215553-ALC5072MRNX3-XXL","ALC5072MRN-XXL","1",
"1107039-ALC5072MRN1-XXL","ALC5072MRN-XXL","1",
"4502786-ALC5072MRNXZ-XXL","ALC5072MRN-XXL","1",
"2900801-ALC5072MRNX2-XXL","ALC5072MRN-XXL","1",
"4503524-ALC5072MRNXZ2-XXL","ALC5072MRN-XXL","1",
"2457833-ALC5072MRNX-XXL","ALC5072MRN-XXL","1",
"1590374-TDC5072MRN1-XXL","ALC5072MRN-XXL","1",
"4205950-ALC5072MRNXZ1-XXL","ALC5072MRN-XXL","1",
"1201486-ALC5072MRN3-XXL","ALC5072MRN-XXL","1",
"1589625-TDC5072MRN-XXL","ALC5072MRN-XXL","1",
"2482237-ALC5072MRNX1-XXL","ALC5072MRN-XXL","1",
"1149347-ALC5072MRN2-XXL","ALC5072MRN-XXL","1",
"4282997-TDC5072MRN1XZ-XXL","ALC5072MRN-XXL","1",
"2900801-ALC5072MRNX2-XXL","ALC5072MRN-XXL","1",
"3287355-ALC5072MRN1X-XXL","ALC5072MRN-XXL","1",
"3395721-ALC5072MRNX-XXL","ALC5072MRN-XXL","1",
"4243996-TDC5072MRNXZ-XXL","ALC5072MRN-XXL","1",
"3412916-ALC5072MRN1X-XXL","ALC5072MRN-XXL","1",
"1589894-TDC5072MRN2-XXL","ALC5072MRN-XXL","1",
"3016872-ALC5072MRNX_1-XXL","ALC5072MRN-XXL","1",
"5334351-TDC5072NBL12-L","ALC5072NBL-L","1",
"4503524-ALC5072NBLXZ-L","ALC5072NBL-L","1",
"5250171-TDC5072NBL11-L","ALC5072NBL-L","1",
"3215553-ALC5072NBLX-L","ALC5072NBL-L","1",
"1589625-TDC5072NBL-L","ALC5072NBL-L","1",
"1177589-ALC5072NBL2-L","ALC5072NBL-L","1",
"3395721-ALC5072NBLX-L","ALC5072NBL-L","1",
"1149347-ALC5072NBL1-L","ALC5072NBL-L","1",
"1590374-TDC5072NBL1-L","ALC5072NBL-L","1",
"5593871-EDT5072NBL-L","ALC5072NBL-L","1",
"1891018-TDC5072NBL2-L","ALC5072NBL-L","1",
"4243996-TDC5072NBLXZ-L","ALC5072NBL-L","1",
"5593871-EDT5072NBL-M","ALC5072NBL-M","10",
"1891018-TDC5072NBL2-M","ALC5072NBL-M","10",
"4243996-TDC5072NBLXZ-M","ALC5072NBL-M","10",
"5334351-TDC5072NBL12-M","ALC5072NBL-M","10",
"4503524-ALC5072NBLXZ-M","ALC5072NBL-M","10",
"5250171-TDC5072NBL11-M","ALC5072NBL-M","10",
"3215553-ALC5072NBLX-M","ALC5072NBL-M","10",
"1589625-TDC5072NBL-M","ALC5072NBL-M","10",
"1177589-ALC5072NBL2-M","ALC5072NBL-M","10",
"3395721-ALC5072NBLX-M","ALC5072NBL-M","10",
"1149347-ALC5072NBL1-M","ALC5072NBL-M","10",
"1590374-TDC5072NBL1-M","ALC5072NBL-M","10",
"5250171-TDC5072NBL11-XL","ALC5072NBL-XL","2",
"3215553-ALC5072NBLX-XL","ALC5072NBL-XL","2",
"1589625-TDC5072NBL-XL","ALC5072NBL-XL","2",
"1177589-ALC5072NBL2-XL","ALC5072NBL-XL","2",
"3395721-ALC5072NBLX-XL","ALC5072NBL-XL","2",
"1149347-ALC5072NBL1-XL","ALC5072NBL-XL","2",
"1590374-TDC5072NBL1-XL","ALC5072NBL-XL","2",
"5593871-EDT5072NBL-XL","ALC5072NBL-XL","2",
"1891018-TDC5072NBL2-XL","ALC5072NBL-XL","2",
"4243996-TDC5072NBLXZ-XL","ALC5072NBL-XL","2",
"5334351-TDC5072NBL12-XL","ALC5072NBL-XL","2",
"4503524-ALC5072NBLXZ-XL","ALC5072NBL-XL","2",
"1177589-ALC5072NBL2-XS","ALC5072NBL-XS","35",
"3395721-ALC5072NBLX-XS","ALC5072NBL-XS","35",
"1149347-ALC5072NBL1-XS","ALC5072NBL-XS","35",
"1590374-TDC5072NBL1-XS","ALC5072NBL-XS","35",
"5593871-EDT5072NBL-XS","ALC5072NBL-XS","35",
"1891018-TDC5072NBL2-XS","ALC5072NBL-XS","35",
"4243996-TDC5072NBLXZ-XS","ALC5072NBL-XS","35",
"5334351-TDC5072NBL12-XS","ALC5072NBL-XS","35",
"4503524-ALC5072NBLXZ-XS","ALC5072NBL-XS","35",
"5250171-TDC5072NBL11-XS","ALC5072NBL-XS","35",
"3215553-ALC5072NBLX-XS","ALC5072NBL-XS","35",
"1589625-TDC5072NBL-XS","ALC5072NBL-XS","35",
"1589625-TDC5072NBL-XXL","ALC5072NBL-XXL","5",
"1177589-ALC5072NBL2-XXL","ALC5072NBL-XXL","5",
"3395721-ALC5072NBLX-XXL","ALC5072NBL-XXL","5",
"1149347-ALC5072NBL1-XXL","ALC5072NBL-XXL","5",
"1590374-TDC5072NBL1-XXL","ALC5072NBL-XXL","5",
"5593871-EDT5072NBL-XXL","ALC5072NBL-XXL","5",
"1891018-TDC5072NBL2-XXL","ALC5072NBL-XXL","5",
"4243996-TDC5072NBLXZ-XXL","ALC5072NBL-XXL","5",
"5334351-TDC5072NBL12-XXL","ALC5072NBL-XXL","5",
"4503524-ALC5072NBLXZ-XXL","ALC5072NBL-XXL","5",
"5250171-TDC5072NBL11-XXL","ALC5072NBL-XXL","5",
"3215553-ALC5072NBLX-XXL","ALC5072NBL-XXL","5",
"3016872-ALC5072PSTX_1-3XL","ALC5072PST-3XL","10",
"2482237-ALC5072PSTX1-3XL","ALC5072PST-3XL","10",
"2900801-ALC5072PSTX2-3XL","ALC5072PST-3XL","10",
"3395721-ALC5072PSTX-3XL","ALC5072PST-3XL","10",
"4503524-ALC5072PSTXZ2-3XL","ALC5072PST-3XL","10",
"4205950-ALC5072PSTXZ1-3XL","ALC5072PST-3XL","10",
"3215553-ALC5072PSTX3-3XL","ALC5072PST-3XL","10",
"1178840-ALC5072PST2-3XL","ALC5072PST-3XL","10",
"1107039-ALC5072PST1-3XL","ALC5072PST-3XL","10",
"1110122-ALC5072PST-3XL","ALC5072PST-3XL","10",
"4502786-ALC5072PSTXZ-3XL","ALC5072PST-3XL","10",
"2900801-ALC5072PSTX2-3XL","ALC5072PST-3XL","10",
"4285518-ALC5072PSTXZ3-3XL","ALC5072PST-3XL","10",
"2457833-ALC5072PSTX-3XL","ALC5072PST-3XL","10",
"4243996-TDC5072PSTXZ-3XL","ALC5072PST-3XL","10",
"1178840-ALC5072PST2-L","ALC5072PST-L","497",
"1107039-ALC5072PST1-L","ALC5072PST-L","497",
"1110122-ALC5072PST-L","ALC5072PST-L","497",
"4502786-ALC5072PSTXZ-L","ALC5072PST-L","497",
"2900801-ALC5072PSTX2-L","ALC5072PST-L","497",
"4285518-ALC5072PSTXZ3-L","ALC5072PST-L","497",
"2457833-ALC5072PSTX-L","ALC5072PST-L","497",
"4243996-TDC5072PSTXZ-L","ALC5072PST-L","497",
"3016872-ALC5072PSTX_1-L","ALC5072PST-L","497",
"2482237-ALC5072PSTX1-L","ALC5072PST-L","497",
"2900801-ALC5072PSTX2-L","ALC5072PST-L","497",
"3395721-ALC5072PSTX-L","ALC5072PST-L","497",
"4503524-ALC5072PSTXZ2-L","ALC5072PST-L","497",
"4205950-ALC5072PSTXZ1-L","ALC5072PST-L","497",
"3215553-ALC5072PSTX3-L","ALC5072PST-L","497",
"3395721-ALC5072PSTX-M","ALC5072PST-M","479",
"4503524-ALC5072PSTXZ2-M","ALC5072PST-M","479",
"4205950-ALC5072PSTXZ1-M","ALC5072PST-M","479",
"3215553-ALC5072PSTX3-M","ALC5072PST-M","479",
"1178840-ALC5072PST2-M","ALC5072PST-M","479",
"1107039-ALC5072PST1-M","ALC5072PST-M","479",
"1110122-ALC5072PST-M","ALC5072PST-M","479",
"4502786-ALC5072PSTXZ-M","ALC5072PST-M","479",
